sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
M,Rio Grande do Sul,27,Arquitecto,4,Económica,932.6,No,0,2338,58,Web
F,Santa Fe,33,Ejecutivo,68,Económica,9322.47,No,0,3451,17,Web
No binario,Santander,39,Comerciante,20,Económica,5110.78,No,0,2647,7,Aeropuerto
F,Salta,28,Empleado,9,Económica,1409.12,Sí,4630,1154,1,Web
F,Panamá,46,Docente,7,Económica,641.28,No,0,1274,74,Agencia
M,Santander,41,Profesional independiente,3,Ejecutiva,1524.89,No,0,1963,8,Web
M,Córdoba,48,Comerciante,17,Económica,3969.62,No,0,2907,15,Web
M,Cundinamarca,51,Profesional independiente,18,Económica,3671.15,No,0,1565,14,App
F,Córdoba,18,Estudiante,3,Económica,570.12,Sí,1476,528,50,App
F,Entre Ríos,33,Docente,8,Económica,1140.46,No,0,876,9,App
F,Entre Ríos,40,Docente,1,Económica,288.55,No,0,723,7,Web
M,Paraná,35,Empleado,19,Económica,6152.95,No,0,766,20,Agencia
M,São Paulo,40,Médico,16,Ejecutiva,9926.36,No,0,4558,29,Web
F,CABA,56,Médico,24,Económica,6115.38,No,0,3024,2,Web
F,Entre Ríos,31,Profesional independiente,4,Económica,675.04,No,0,649,5,App
F,São Paulo,32,Arquitecto,18,Económica,1855.94,No,0,2856,7,Web
F,Atlántico,22,Empleado,2,Económica,177.63,No,0,1599,40,App
F,Entre Ríos,37,Ejecutivo,21,Ejecutiva,19069.19,No,0,5238,0,Agencia
F,Misiones,49,Docente,10,Económica,3178.63,Sí,8609,1583,21,Web
M,Atlántico,18,Estudiante,6,Económica,2053.37,Sí,1743,411,35,Web
F,Bolívar,30,Otro,14,Económica,1388.73,No,0,1977,31,Web
M,Herrera,38,Empleado,6,Económica,1188.5,No,0,1462,14,Web
M,Misiones,48,Contador,9,Económica,2530.42,No,0,2406,75,App
F,Tucumán,42,Empleado,19,Económica,4075.34,No,0,2306,20,Web
M,Entre Ríos,41,Contador,3,Económica,372.91,Sí,2656,2629,44,Agencia
M,Mendoza,35,Empleado,24,Económica,3762.21,No,0,1957,22,Web
F,Valle del Cauca,43,Docente,2,Económica,458.85,No,0,714,23,Aeropuerto
F,Rio Grande do Sul,50,Docente,13,Ejecutiva,3040.53,Sí,14040,1362,21,App
F,Misiones,18,Estudiante,2,Económica,279.57,No,0,300,4,Web
M,Buenos Aires,46,Ejecutivo,31,Económica,10692.66,Sí,13045,3454,14,App
M,Antioquia,18,Estudiante,4,Económica,816.41,No,0,409,26,Web
M,Entre Ríos,21,Estudiante,4,Económica,608.74,No,0,365,24,Web
F,Nariño,58,Empleado,1,Económica,272.15,No,0,1996,22,Agencia
No binario,Valle del Cauca,24,Empleado,1,Económica,369.1,No,0,1049,8,App
M,Panamá,32,Empleado,12,Económica,2663.45,No,0,897,9,Agencia
F,Entre Ríos,29,Otro,17,Económica,3205.47,No,0,1825,1,Web
M,Bolívar,39,Empresario,18,Económica,4316.38,Sí,5060,1982,20,Aeropuerto
M,Salta,56,Ejecutivo,21,Económica,3849.35,No,0,4484,3,Aeropuerto
M,Antioquia,30,Empleado,11,Económica,2423.06,No,0,864,37,Web
M,Los Santos,39,Docente,11,Ejecutiva,4022.14,No,0,1168,12,Agencia
M,Tucumán,24,Contador,7,Económica,1289.22,No,0,3917,8,App
F,Entre Ríos,56,Profesional independiente,24,Económica,2457.65,Sí,26491,1752,7,Aeropuerto
M,Tucumán,40,Comerciante,20,Económica,5867.5,No,0,3059,1,Web
M,Bahia,25,Ejecutivo,15,Ejecutiva,9082.72,No,0,4146,1,Web
M,Córdoba,48,Empleado,12,Económica,3177.24,No,0,1531,7,Web
F,Mendoza,52,Empleado,3,Económica,328.67,No,0,1118,9,Web
F,Cundinamarca,39,Empleado,15,Ejecutiva,9379.27,No,0,1353,16,Web
F,Córdoba,18,Estudiante,3,Económica,708.13,No,0,1013,6,Agencia
M,Buenos Aires,59,Docente,13,Económica,3686.01,Sí,6075,1770,6,Agencia
F,Chiriquí,41,Profesional independiente,18,Económica,5164.15,No,0,2454,4,Aeropuerto
F,Rio Grande do Sul,52,Ingeniero,2,Económica,248.68,No,0,4591,14,Web
F,Tucumán,31,Docente,22,Económica,6030.42,No,0,1274,5,Aeropuerto
M,Los Santos,33,Docente,17,Ejecutiva,6196.44,Sí,28795,811,1,Web
M,Los Santos,39,Empleado,16,Económica,3327.5,No,0,2142,3,App
F,Buenos Aires,51,Profesional independiente,4,Económica,351.82,No,0,1274,42,App
M,Rio Grande do Sul,39,Empleado,22,Económica,6642.35,No,0,1684,6,Web
F,Antioquia,22,Estudiante,6,Económica,1954.09,Sí,3918,312,156,Web
F,CABA,57,Deportista,35,Económica,2646.03,No,0,3173,5,App
F,Veraguas,38,Empleado,24,Ejecutiva,8787.08,No,0,2126,28,Web
M,Santander,39,Médico,5,Ejecutiva,1966.13,Sí,8793,4951,14,App
M,Santa Fe,22,Estudiante,4,Ejecutiva,1972.64,No,0,300,8,Web
F,Panamá,21,Estudiante,6,Económica,1310.27,No,0,300,10,Agencia
M,Paraná,30,Profesional independiente,13,Económica,3978.4,No,0,1177,11,App
F,Misiones,34,Empleado,16,Económica,4080.26,No,0,1464,48,Web
M,Los Santos,39,Ingeniero,15,Económica,1516.01,No,0,2608,21,Aeropuerto
M,Rio de Janeiro,39,Comerciante,18,Económica,4842.37,Sí,6449,3226,79,App
F,Bolívar,57,Ejecutivo,26,Económica,7779.4,No,0,3034,0,Agencia
F,Panamá,38,Ingeniero,6,Económica,781.41,No,0,5351,4,Web
F,Bolívar,50,Empleado,15,Económica,3280.08,No,0,1547,0,App
M,Rio Grande do Sul,37,Médico,13,Ejecutiva,8604.1,Sí,22304,5968,8,App
F,Rio Grande do Sul,18,Empleado,3,Económica,728.7,No,0,2458,3,App
M,Córdoba,30,Arquitecto,4,Económica,1192.51,No,0,2049,34,Agencia
F,CABA,49,Ingeniero,2,Ejecutiva,598.54,No,0,5793,14,Web
F,Chaco,35,Empleado,13,Económica,2118.68,Sí,9305,1237,46,Agencia
M,Herrera,49,Empleado,9,Económica,1295.06,No,0,1565,3,App
F,Minas Gerais,42,Ejecutivo,52,Ejecutiva,16966.04,No,0,5670,14,Web
M,Herrera,45,Comerciante,11,Ejecutiva,4052.72,No,0,2988,5,Web
F,Nariño,46,Empleado,21,Económica,4718.04,Sí,18005,998,36,Agencia
M,Santa Fe,55,Médico,5,Económica,1281.61,No,0,6243,6,App
F,Santa Fe,49,Empleado,12,Económica,1753.63,No,0,1504,23,Web
M,Córdoba,38,Empleado,2,Económica,169.67,No,0,1686,5,Agencia
M,Córdoba,31,Comerciante,14,Ejecutiva,4976.68,No,0,5532,36,Web
F,Rio Grande do Sul,30,Profesional independiente,11,Ejecutiva,2668.17,No,0,4683,9,App
F,Chaco,18,Empleado,5,Económica,794.74,Sí,1533,1673,12,Aeropuerto
M,Salta,22,Empleado,6,Económica,1229.01,Sí,4752,2048,25,App
F,Herrera,26,Médico,9,Ejecutiva,2664.46,No,0,6298,2,Aeropuerto
F,Herrera,35,Ingeniero,5,Ejecutiva,2212.86,No,0,3878,6,Aeropuerto
F,Santander,18,Empleado,3,Económica,1098.73,No,0,1751,28,Web
F,Salta,53,Empleado,24,Económica,4371.48,Sí,14432,730,14,Web
F,Bahia,45,Ingeniero,3,Económica,567.18,No,0,2939,1,Agencia
F,Chiriquí,61,Ingeniero,21,Ejecutiva,12217.02,No,0,4048,30,Web
F,Santa Fe,50,Otro,11,Económica,1293.28,No,0,1652,24,Aeropuerto
M,Panamá,65,Empleado,2,Económica,259.49,Sí,907,1489,1,App
M,Entre Ríos,31,Empleado,19,Económica,5787.6,No,0,1082,11,App
M,Rio Grande do Sul,19,Estudiante,4,Económica,1331.81,Sí,2098,635,59,App
F,Antioquia,28,Otro,15,Económica,4628.74,No,0,2466,3,App
F,CABA,34,Empleado,6,Económica,1545.19,No,0,1868,7,App
F,Tolima,25,Empleado,1,Económica,183.81,No,0,2226,65,Web
M,Mendoza,44,Comerciante,1,Económica,125.09,No,0,2075,1,Web
M,Minas Gerais,37,Ingeniero,22,Ejecutiva,7943.53,Sí,35540,2039,9,Aeropuerto
M,Rio Grande do Sul,41,Médico,6,Ejecutiva,4320.64,No,0,6747,41,App
M,Entre Ríos,36,Empleado,14,Económica,5241.11,No,0,1668,0,Web
M,Tolima,47,Ejecutivo,38,Económica,5327.24,No,0,3342,4,App
F,Misiones,38,Profesional independiente,5,Ejecutiva,2927.77,No,0,1042,0,App
F,CABA,34,Docente,24,Económica,5960.25,No,0,1645,1,Web
F,Rio de Janeiro,49,Otro,23,Económica,6604.07,No,0,863,21,Agencia
M,Minas Gerais,53,Comerciante,3,Económica,813.62,No,0,2613,22,App
M,CABA,26,Profesional independiente,10,Económica,1332.87,No,0,4894,20,Web
No binario,Rio de Janeiro,18,Estudiante,2,Ejecutiva,809.36,No,0,559,46,App
M,Buenos Aires,35,Empleado,8,Económica,2546.53,Sí,6664,1171,0,Web
M,São Paulo,42,Comerciante,12,Económica,3629.71,No,0,4432,9,Web
F,Santander,61,Docente,16,Ejecutiva,12361.24,No,0,750,9,Agencia
F,Misiones,33,Empleado,6,Económica,1462.36,Sí,3327,2943,31,Agencia
M,Nariño,44,Otro,21,Económica,3071.8,No,0,1171,14,App
F,Bahia,39,Empleado,4,Económica,543.57,No,0,1818,20,Web
F,Rio de Janeiro,44,Abogado,19,Económica,3951.79,No,0,3843,11,Web
F,Minas Gerais,41,Docente,1,Económica,189.74,Sí,405,1305,1,App
F,Atlántico,40,Docente,5,Ejecutiva,2184.1,No,0,1192,6,Agencia
M,Chiriquí,18,Empleado,7,Económica,629.79,No,0,2088,28,App
F,Bahia,29,Empleado,22,Económica,5600.31,No,0,998,20,Web
F,Antioquia,30,Empleado,9,Ejecutiva,6606.18,Sí,17367,2974,13,Web
F,Tucumán,33,Empleado,7,Económica,2518.95,No,0,945,19,App
F,Antioquia,32,Empleado,6,Primera clase,16782.8,No,0,3539,5,Agencia
M,Mendoza,42,Empleado,20,Económica,1919.97,Sí,7282,1568,18,App
M,CABA,45,Contador,23,Económica,3714.34,Sí,8180,2214,22,App
F,Atlántico,24,Médico,18,Ejecutiva,5820.55,No,0,5259,8,Aeropuerto
F,Tolima,46,Arquitecto,7,Económica,1865.11,Sí,5374,1707,28,Web
M,Bahia,45,Empleado,24,Económica,7387.47,Sí,21283,2150,30,Web
F,Chaco,43,Abogado,24,Ejecutiva,13351.81,No,0,2245,28,Web
M,Rio Grande do Sul,20,Estudiante,4,Económica,1146.52,No,0,307,119,Web
M,Buenos Aires,43,Ejecutivo,21,Ejecutiva,17027.14,Sí,36769,3864,1,App
F,Los Santos,49,Docente,6,Económica,1295.44,No,0,794,43,Agencia
M,Santander,59,Empresario,47,Económica,6742.88,No,0,2538,0,Aeropuerto
F,Bolívar,57,Docente,9,Económica,1139.54,No,0,950,4,Web
F,Santander,39,Arquitecto,7,Ejecutiva,3604.14,No,0,4038,27,Web
F,Bolívar,37,Empleado,19,Económica,3471.89,No,0,2652,54,Agencia
F,Los Santos,45,Docente,15,Económica,4507.12,Sí,5875,1363,78,Web
M,Nariño,24,Comerciante,6,Económica,477.55,No,0,2954,4,App
M,Rio Grande do Sul,20,Estudiante,5,Económica,1456.61,No,0,300,44,Aeropuerto
M,Bahia,32,Abogado,1,Ejecutiva,332.59,No,0,5020,22,Web
M,Cundinamarca,52,Ingeniero,13,Económica,1845.95,No,0,2612,15,App
F,Paraná,34,Comerciante,1,Económica,334.35,No,0,2376,51,Web
M,Chiriquí,56,Empleado,10,Económica,3029.37,No,0,2362,29,Web
M,Misiones,18,Empleado,15,Económica,3893.29,No,0,1007,21,Web
M,Bolívar,18,Empleado,4,Económica,1153.3,Sí,1768,867,22,App
M,Cundinamarca,36,Empresario,29,Ejecutiva,18186.79,No,0,5406,10,App
F,Nariño,48,Otro,20,Económica,1992.62,No,0,1313,0,Aeropuerto
F,Valle del Cauca,36,Comerciante,14,Ejecutiva,6863.99,No,0,2162,5,App
M,Mendoza,36,Ingeniero,4,Ejecutiva,2740.45,No,0,3817,11,Web
F,Cundinamarca,18,Empleado,20,Económica,2753.47,No,0,1793,37,App
M,Cundinamarca,51,Ingeniero,12,Económica,3438.52,No,0,3437,13,Aeropuerto
F,Rio de Janeiro,29,Docente,3,Económica,883.86,No,0,1008,10,Web
F,Santander,37,Empleado,10,Económica,946.16,No,0,2426,7,Aeropuerto
F,Misiones,50,Comerciante,7,Económica,603.25,Sí,3132,2893,0,Web
M,Bahia,42,Docente,11,Económica,1084.2,No,0,1058,1,App
F,Valle del Cauca,36,Otro,8,Económica,2607.68,No,0,706,0,Web
M,CABA,40,Ingeniero,22,Económica,3238.71,No,0,3813,7,App
F,Misiones,20,Empleado,19,Económica,2663.64,No,0,1321,2,App
M,Entre Ríos,38,Docente,22,Económica,4084.8,No,0,1370,60,Web
F,Rio de Janeiro,58,Docente,22,Económica,5630.58,No,0,1387,48,Agencia
F,Córdoba,53,Médico,19,Económica,3959.68,No,0,5285,11,Aeropuerto
M,Salta,26,Empleado,17,Económica,1718.98,No,0,1530,43,Web
F,Colón,44,Arquitecto,3,Ejecutiva,1544.55,No,0,2535,86,Web
M,Bolívar,47,Otro,22,Económica,6008.46,No,0,1723,57,App
F,Córdoba,39,Contador,20,Económica,2172.46,No,0,1995,3,App
M,Chiriquí,35,Ingeniero,20,Ejecutiva,7677.56,No,0,3809,36,Web
F,Santander,53,Ejecutivo,58,Económica,8187.65,No,0,4355,32,Web
M,Chaco,40,Docente,18,Económica,5546.65,Sí,7390,1198,15,App
M,Buenos Aires,49,Empresario,20,Ejecutiva,16146.21,No,0,7950,0,Web
No binario,Veraguas,34,Empleado,18,Económica,5301.67,No,0,909,5,App
M,Nariño,35,Docente,20,Económica,1927.36,No,0,1119,10,Agencia
F,Santander,61,Empleado,6,Económica,1423.65,No,0,1538,8,Agencia
M,Buenos Aires,40,Empleado,12,Económica,3893.94,No,0,1191,48,App
F,Entre Ríos,28,Ejecutivo,24,Económica,2681.59,Sí,20620,4005,0,App
M,Atlántico,23,Otro,20,Económica,4774.35,No,0,1260,2,App
F,Entre Ríos,49,Empleado,9,Económica,1388.75,No,0,834,47,App
M,CABA,39,Docente,10,Económica,2821.19,Sí,9564,831,5,Web
M,Salta,28,Médico,6,Económica,871.24,Sí,2161,3254,0,Agencia
F,Córdoba,46,Docente,22,Económica,3216.8,No,0,940,72,Web
M,CABA,39,Otro,12,Económica,3871.0,Sí,6949,2082,32,Agencia
F,Tucumán,18,Empleado,24,Económica,6226.54,No,0,1161,7,App
F,Buenos Aires,45,Empleado,24,Económica,6726.91,No,0,1339,12,Agencia
F,Rio Grande do Sul,53,Profesional independiente,5,Económica,1723.02,No,0,2098,23,App
M,Valle del Cauca,68,Jubilado,11,Ejecutiva,7160.43,Sí,15779,1122,23,Agencia
M,Misiones,38,Docente,5,Económica,1236.47,No,0,1772,36,Aeropuerto
M,Santa Fe,40,Docente,21,Económica,6513.17,No,0,1047,19,App
M,Salta,57,Empleado,11,Ejecutiva,8034.93,No,0,782,6,Aeropuerto
M,Minas Gerais,40,Docente,14,Económica,2257.01,No,0,2274,41,Web
F,Pernambuco,21,Estudiante,4,Económica,619.39,No,0,596,4,Aeropuerto
M,Herrera,48,Comerciante,13,Económica,2326.46,No,0,2170,22,App
F,Córdoba,22,Estudiante,6,Económica,1190.2,No,0,565,80,App
F,Pernambuco,51,Docente,12,Ejecutiva,5856.35,No,0,1641,33,Web
M,Tolima,28,Docente,14,Económica,4218.02,No,0,1855,21,App
M,Rio de Janeiro,41,Comerciante,1,Económica,183.97,Sí,329,850,2,App
F,Misiones,33,Contador,24,Económica,5302.4,Sí,8988,2263,2,App
M,Chaco,52,Empleado,7,Económica,1800.27,No,0,1034,4,Web
M,Valle del Cauca,41,Empleado,10,Económica,1882.81,Sí,10926,2354,36,Web
F,Paraná,61,Docente,10,Ejecutiva,6056.9,Sí,14397,1164,45,Web
M,São Paulo,42,Abogado,8,Económica,1778.49,No,0,3498,13,App
F,Colón,38,Contador,24,Ejecutiva,14364.45,No,0,2871,3,App
M,Santander,57,Contador,23,Ejecutiva,19639.9,Sí,25759,3974,14,Agencia
F,Tolima,45,Docente,4,Económica,378.55,Sí,1765,1515,5,Web
M,Bolívar,24,Abogado,12,Económica,1227.34,No,0,1796,21,App
M,Los Santos,50,Ejecutivo,36,Económica,7313.63,No,0,5605,2,Agencia
M,Santander,30,Otro,16,Económica,6224.42,Sí,5950,2042,17,Agencia
F,Chaco,33,Ejecutivo,61,Económica,10223.64,Sí,27511,7372,2,Web
F,Antioquia,38,Docente,18,Económica,3464.58,No,0,952,18,Agencia
M,Santander,49,Profesional independiente,6,Económica,1788.14,Sí,1512,3027,43,Web
M,Chiriquí,44,Otro,20,Económica,5841.98,No,0,1586,28,Aeropuerto
M,Herrera,34,Ingeniero,22,Ejecutiva,17036.33,No,0,4899,21,Web
M,Minas Gerais,24,Comerciante,21,Económica,3171.4,No,0,1968,44,Aeropuerto
F,Bolívar,30,Ejecutivo,41,Económica,5067.89,No,0,7781,9,Agencia
F,Bahia,36,Ingeniero,6,Ejecutiva,3786.4,No,0,7172,20,App
F,Misiones,61,Abogado,13,Económica,2064.72,No,0,4026,21,Agencia
M,Pernambuco,29,Médico,11,Económica,2098.99,No,0,5390,13,App
M,Salta,18,Empleado,17,Ejecutiva,6863.08,No,0,1294,4,Agencia
F,Tucumán,45,Contador,12,Económica,1835.25,No,0,2320,21,App
M,Salta,19,Estudiante,1,Económica,115.44,No,0,533,38,App
F,Rio de Janeiro,27,Docente,12,Económica,3497.19,No,0,624,9,Aeropuerto
M,Nariño,50,Comerciante,14,Económica,2431.78,No,0,2011,15,App
M,Córdoba,18,Empleado,19,Económica,2492.83,No,0,2979,18,Web
F,Bolívar,39,Docente,21,Económica,2348.31,Sí,13880,1597,7,Agencia
F,Buenos Aires,26,Comerciante,7,Económica,787.53,No,0,3768,15,App
M,Tolima,30,Médico,16,Económica,3837.18,No,0,2597,22,App
F,Panamá,59,Empleado,21,Económica,6249.61,No,0,1809,21,Web
F,Bolívar,37,Profesional independiente,11,Económica,1938.82,No,0,2675,21,Agencia
F,Atlántico,29,Docente,17,Económica,4982.57,No,0,1151,42,App
F,Mendoza,29,Profesional independiente,17,Económica,1899.1,No,0,2792,9,App
F,Chaco,26,Docente,23,Económica,3659.25,No,0,1158,23,App
F,CABA,51,Ejecutivo,49,Económica,5461.25,Sí,37580,3178,6,App
M,Bolívar,48,Arquitecto,18,Económica,3737.56,No,0,1685,8,App
F,Santa Fe,23,Estudiante,3,Económica,754.67,Sí,3407,358,50,Web
M,São Paulo,40,Abogado,19,Ejecutiva,6099.32,No,0,5916,6,Aeropuerto
F,Tucumán,33,Médico,10,Ejecutiva,4020.13,Sí,17352,4140,8,Web
M,Paraná,47,Médico,19,Ejecutiva,12626.82,No,0,3800,38,App
F,Pernambuco,42,Otro,13,Económica,2066.34,No,0,2183,0,App
F,Rio de Janeiro,36,Ejecutivo,24,Ejecutiva,13074.38,No,0,7431,0,App
F,Valle del Cauca,18,Otro,16,Económica,1357.8,No,0,1112,14,Web
M,Buenos Aires,38,Contador,6,Ejecutiva,2164.28,Sí,11203,3732,4,App
M,Mendoza,22,Empleado,24,Económica,4191.89,No,0,2019,8,Web
M,Pernambuco,46,Empleado,1,Económica,246.46,No,0,1329,34,App
F,Santander,29,Empleado,2,Económica,653.58,Sí,546,1027,48,Agencia
F,Misiones,30,Ejecutivo,24,Económica,4112.58,No,0,2381,37,App
M,Panamá,37,Comerciante,13,Económica,1383.92,No,0,5263,11,App
M,Nariño,44,Arquitecto,8,Económica,1470.0,No,0,1651,65,App
M,São Paulo,35,Abogado,11,Económica,2429.82,No,0,2901,16,App
F,Chiriquí,57,Abogado,5,Económica,697.48,No,0,7281,40,Agencia
F,Salta,57,Empleado,4,Económica,411.1,No,0,896,20,App
F,Valle del Cauca,58,Contador,19,Económica,2915.48,No,0,2150,82,App
F,CABA,35,Abogado,7,Ejecutiva,3967.27,No,0,3681,9,App
No binario,Tolima,20,Estudiante,1,Económica,147.37,No,0,319,34,App
F,Colón,52,Contador,9,Económica,2897.57,No,0,2946,3,App
M,Mendoza,45,Contador,3,Ejecutiva,949.13,No,0,2787,22,App
M,Mendoza,18,Estudiante,3,Económica,884.55,No,0,405,5,App
M,Buenos Aires,57,Empresario,43,Económica,8848.05,Sí,37020,3048,36,Web
M,Buenos Aires,42,Profesional independiente,16,Económica,1529.6,No,0,2707,31,Aeropuerto
F,Atlántico,44,Ingeniero,24,Ejecutiva,11900.52,No,0,4643,5,App
No binario,Panamá,39,Ingeniero,5,Ejecutiva,3576.96,No,0,3816,1,Web
M,Córdoba,34,Docente,2,Ejecutiva,956.34,No,0,1054,14,Web
M,CABA,29,Ingeniero,11,Ejecutiva,4893.15,No,0,2270,9,App
M,Córdoba,41,Empleado,3,Económica,457.94,No,0,613,13,Agencia
M,Misiones,42,Ejecutivo,27,Ejecutiva,13964.96,No,0,5367,8,Aeropuerto
F,Entre Ríos,50,Otro,7,Económica,2521.71,No,0,1296,36,Web
F,Santander,40,Médico,24,Económica,6803.8,No,0,3967,10,Agencia
F,São Paulo,27,Empleado,12,Económica,3588.4,No,0,1291,22,Web
F,Tucumán,19,Empleado,7,Ejecutiva,2908.0,No,0,2024,44,Web
M,Antioquia,36,Docente,24,Económica,3839.05,No,0,1434,14,Web
M,Nariño,36,Empleado,9,Económica,2241.72,Sí,7094,2335,21,App
M,Antioquia,19,Estudiante,2,Económica,341.9,No,0,478,6,App
M,Mendoza,50,Profesional independiente,16,Económica,3953.3,Sí,7375,2023,10,Web
F,Herrera,50,Docente,7,Económica,1374.28,No,0,1370,6,App
F,São Paulo,28,Abogado,9,Ejecutiva,3004.55,No,0,1675,22,Web
F,Bolívar,47,Otro,24,Económica,5065.03,No,0,2031,2,Aeropuerto
M,Paraná,49,Empleado,8,Económica,2015.49,No,0,2574,20,Aeropuerto
M,CABA,38,Empleado,12,Económica,1817.8,No,0,2628,5,Aeropuerto
M,Santander,26,Profesional independiente,2,Ejecutiva,598.25,Sí,3464,4367,3,Web
F,Misiones,57,Deportista,20,Económica,5293.14,No,0,1486,4,Aeropuerto
F,Buenos Aires,42,Abogado,18,Económica,1882.63,No,0,5720,9,App
M,Atlántico,34,Empleado,22,Económica,3240.56,Sí,15892,2666,7,Web
F,Rio Grande do Sul,47,Empresario,39,Económica,3628.35,Sí,16591,1447,72,Web
F,Valle del Cauca,57,Arquitecto,13,Económica,4197.78,Sí,10864,4168,18,Agencia
M,Mendoza,32,Ingeniero,20,Económica,4743.54,No,0,2592,18,Web
F,Tucumán,46,Empleado,3,Económica,413.77,No,0,1970,29,Aeropuerto
M,Córdoba,61,Empresario,20,Ejecutiva,5830.91,No,0,5438,13,Aeropuerto
F,Mendoza,24,Empleado,16,Ejecutiva,13784.54,No,0,1198,8,App
F,Salta,31,Empleado,12,Económica,1858.26,No,0,1376,0,Web
M,Chaco,30,Otro,12,Económica,2687.0,Sí,4760,980,0,Web
F,Misiones,36,Profesional independiente,19,Económica,6867.0,No,0,4450,2,Web
M,Cundinamarca,35,Médico,9,Económica,952.16,Sí,6746,6769,10,Web
M,Santa Fe,28,Comerciante,14,Económica,1286.07,No,0,2975,45,App
F,Atlántico,41,Contador,5,Económica,1398.49,Sí,5272,2673,34,Web
M,Mendoza,39,Empleado,19,Económica,3643.39,No,0,1013,6,App
M,CABA,42,Ejecutivo,25,Económica,2004.62,No,0,1847,12,Agencia
M,Buenos Aires,47,Ingeniero,3,Económica,679.58,Sí,1197,2216,25,App
M,Misiones,24,Ejecutivo,34,Económica,7829.79,Sí,11135,3954,1,App
F,Misiones,33,Empleado,5,Económica,810.54,No,0,1653,14,Web
M,Valle del Cauca,60,Empleado,19,Económica,3329.22,No,0,1556,2,Agencia
F,CABA,42,Empleado,2,Económica,259.96,No,0,503,17,Web
F,Entre Ríos,46,Ejecutivo,28,Económica,9411.44,No,0,3814,7,Web
F,Veraguas,41,Comerciante,11,Económica,2869.62,Sí,10321,3266,6,App
M,Pernambuco,43,Docente,11,Económica,1697.97,Sí,8558,1651,16,App
F,Colón,35,Ingeniero,22,Económica,6892.81,Sí,18896,5453,7,App
M,CABA,80,Jubilado,9,Económica,2078.94,No,0,1223,14,Agencia
M,Valle del Cauca,33,Profesional independiente,22,Económica,5097.72,No,0,4742,2,Agencia
F,Santa Fe,37,Otro,1,Económica,334.53,No,0,828,18,Agencia
F,Chaco,18,Otro,1,Económica,174.96,No,0,1762,4,Web
F,Cundinamarca,51,Ingeniero,1,Económica,175.36,No,0,3412,31,Web
F,Mendoza,31,Comerciante,20,Económica,3768.44,No,0,1377,23,Aeropuerto
M,Minas Gerais,37,Profesional independiente,15,Ejecutiva,6568.79,No,0,1362,40,Web
M,Mendoza,31,Profesional independiente,3,Económica,343.64,Sí,1964,1136,8,App
F,Bolívar,36,Profesional independiente,7,Económica,739.6,No,0,2426,5,Web
M,Pernambuco,34,Profesional independiente,17,Económica,6313.08,No,0,897,25,Web
M,Bahia,37,Ejecutivo,15,Económica,3690.16,Sí,3479,1995,5,App
F,Santander,37,Contador,10,Económica,3093.28,No,0,1174,50,Agencia
F,Valle del Cauca,35,Ingeniero,24,Primera clase,23336.33,No,0,4876,62,App
F,Buenos Aires,53,Profesional independiente,20,Ejecutiva,5797.6,Sí,30565,4453,9,Agencia
F,Tucumán,48,Empleado,11,Económica,2198.82,No,0,1043,8,App
M,Entre Ríos,48,Profesional independiente,9,Económica,2649.77,No,0,1349,19,Web
M,Mendoza,29,Empleado,16,Económica,2402.86,No,0,945,70,Web
M,Veraguas,53,Empleado,11,Económica,1721.16,No,0,1401,37,App
F,Chiriquí,51,Empleado,10,Económica,1565.88,Sí,8241,1767,24,Aeropuerto
M,Córdoba,31,Ejecutivo,46,Económica,8147.58,Sí,15209,5038,16,Web
M,Mendoza,56,Ejecutivo,15,Ejecutiva,7443.48,No,0,7254,12,App
F,Pernambuco,29,Ejecutivo,20,Ejecutiva,5775.11,Sí,21743,5287,5,Web
M,Antioquia,18,Estudiante,4,Económica,1283.56,No,0,308,31,Web
F,Rio de Janeiro,51,Profesional independiente,17,Económica,4900.7,No,0,6290,17,App
M,Valle del Cauca,36,Ejecutivo,34,Ejecutiva,22903.97,No,0,7202,8,Web
F,Santa Fe,49,Empleado,9,Económica,1490.91,No,0,2322,3,Agencia
M,Tucumán,28,Empleado,12,Ejecutiva,5403.66,Sí,34583,1125,28,App
F,Córdoba,22,Estudiante,7,Económica,2583.74,No,0,300,15,Web
M,Córdoba,52,Ingeniero,24,Económica,5297.61,No,0,4273,17,Aeropuerto
M,Tolima,21,Otro,19,Económica,2780.17,No,0,2629,0,Aeropuerto
M,Bolívar,19,Estudiante,1,Económica,222.5,No,0,432,162,App
M,CABA,18,Estudiante,3,Ejecutiva,1384.0,No,0,417,46,Web
F,Paraná,18,Estudiante,5,Económica,1467.51,No,0,300,93,App
M,Nariño,25,Empleado,11,Ejecutiva,5110.01,No,0,1655,19,App
M,Salta,18,Estudiante,2,Económica,677.84,No,0,782,62,Web
M,Salta,37,Empleado,8,Económica,2635.84,No,0,959,3,Agencia
F,Misiones,18,Estudiante,7,Económica,695.67,Sí,7228,300,2,Aeropuerto
